ComplexID,ComplexName,Subunits_UniProt_IDs
Complex_776,RC complex_309,POLA1:POLA2:POLD1:POLD2:PRIM1:PRIM2:RFC2:RFC3:RFC4
Complex_777,RC-1 complex (recombination complex 1)_364,POLE:SMC1A:SMC2
Complex_778,RC-1 complex (recombination complex 1)_364,LIG3:POLE:POLE2:SMC1A:SMC2
Complex_779,REL-MAP3K8-RELA-TNIP2-PAPOLA complex_5228,PAPOLA:REL:RELA
Complex_780,RELA-STAT3 complex_7317,RELA:STAT3
Complex_781,REP-RGGT-Rab complex_6956,CHM:RABGGTA
Complex_782,REST-CoREST-mSIN3A complex_1232,RCOR1:SIN3A
Complex_783,RFC2-RIalpha complex_1131,PPP2R1A:RFC2
Complex_784,RIAM-Rap1-GTP-profilin complex_3158,PFN1:RAP1A
Complex_785,RICH1-PAR3-aPKC polarity complex_847,ARHGAP17:PRKCI
Complex_786,"RICH1/AMOT polarity complex, Flag-Amot precipitated_848",AMOTL2:ARHGAP17:MPDZ
Complex_787,"RICH1/AMOT polarity complex, Flag-Rich1 precipitated_846",ARHGAP17:CAPZA1:CAPZB:CD2AP:SH3KBP1
Complex_788,"RIN1-STAM2-EGFR complex, EGF stimulated_3678",EGFR:RIN1
Complex_789,RIN1-STAM2-HRS complex_3677,HGS:RIN1
Complex_790,RIN1-STAM2-HRS complex_3677,HGS:RIN1:STAM2
Complex_791,"RNA endonuclease (SEN2deltaEx8, SEN54, CLP1)_5284",CLP1:TSEN2:TSEN54
Complex_792,RNA polymerase II (RNAPII)_2685,CTDP1:GTF2F1:GTF2F2:POLR2A:POLR2B:POLR2C:POLR2E:POLR2G:POLR2H:RPAP1
Complex_793,RNA polymerase II (RNAPII)_2685,CTDP1:GTF2F1:GTF2F2:POLR2A:POLR2B:POLR2C:POLR2D:POLR2E:POLR2H:RPAP1
Complex_794,"RNA polymerase II complex (RPB1, RAP74, CDK8, CYCC, SRB7, BAF190, BAF47), chromatin structure modifying_3060#RNA polymerase II complex, chromatin structure modifying_3066",GTF2F1:POLR2A:SMARCB1
Complex_795,"RNA polymerase II complex, (CBP, RPBI, PCAF, BAF47), chromatin structure modifying_3062",POLR2A:SMARCB1
Complex_796,"RNA polymerase II complex, (CBP, RPBI, PCAF, BAF47), chromatin structure modifying_3062",CREBBP:POLR2A:SMARCB1
Complex_797,"RNA polymerase II complex, (CDK8 complex), chromatin structure modifying_3067",CCNH:GTF2F1:SMARCB1:SMARCC1:SMARCC2
Complex_798,"RNA polymerase II complex, (CDK8 complex), chromatin structure modifying_3067",CCNH:GTF2F1:SMARCC1
Complex_799,"RNA polymerase II complex, chromatin structure modifying_3064",DRAP1:GTF2E1:GTF2F1
Complex_800,"RNA polymerase II complex, chromatin structure modifying_3064",DRAP1:GTF2E1:GTF2F1:SMARCA2
Complex_801,RNA polymerase II core complex_104#BRCA1-core RNA polymerase II complex_2686,POLR2A:POLR2B:POLR2C:POLR2E:POLR2G:POLR2H
Complex_802,RNA polymerase II core complex_104#BRCA1-core RNA polymerase II complex_2686,POLR2A:POLR2B:POLR2C:POLR2D:POLR2E:POLR2G:POLR2H
Complex_803,RNA polymerase II holoenzyme complex_103#BRCA1-RNA polymerase II complex_2825,ERCC2:GTF2E1:GTF2F1:GTF2F2:POLR2B:POLR2C
Complex_804,RNA polymerase II holoenzyme complex_103#BRCA1-RNA polymerase II complex_2825,ERCC2:GTF2E1:GTF2E2:GTF2F1:GTF2F2:POLR2B:POLR2C:POLR2D:POLR2H
Complex_805,RNF20-RNF40-UbE2E1 complex_1165,RNF20:RNF40
Complex_806,RPAP1-RPB2-RPB3 complex_2812,POLR2B:POLR2C:RPAP1
Complex_807,Rab1-GTP-p115 complex_2781,RAB1A:USO1
Complex_808,Ragulator-AXIN/LKB1-AMPK complex_6887,LAMTOR1:LAMTOR2:LAMTOR5:PRKAA1:PRKAB1:PRKAG1
Complex_809,RalBP1-CCNB1-AP2A-NUMB-EPN1 complex_247,AP2A1:CCNB1:EPN1
Complex_810,RalBP1-CDC2-CCNB1 complex_243#CCNB1-CDC2 complex_5543#CDK1-CCNB1-CCNF complex_5550#CDC2-CCNB1-PTCH1 complex_5551#Cdc2-Ccnb1 complex_5706,CCNB1:CDK1
Complex_811,Rap1 complex_1193#TERF2-RAP1 complex_2766,RAD50:TERF2IP:XRCC5:XRCC6
Complex_812,Rap1 complex_1193#TERF2-RAP1 complex_2766,RAD50:TERF2:TERF2IP:XRCC5:XRCC6
Complex_813,Rap1 complex_1204,RAD50:TERF2IP
Complex_814,Rap1 complex_1204,POT1:RAD50:TERF2:TERF2IP
Complex_815,Rb-tal-1-E2A-Lmo2-Ldb1 complex_1372,LDB1
Complex_816,"Respiratory chain complex I (early intermediate NDUFAF1 assembly), mitochondrial_2884",NDUFA6:NDUFS3
Complex_817,Respiratory chain complex I (gamma subunit) mitochondrial_2919,NDUFA6
Complex_818,Respiratory chain complex I (gamma subunit) mitochondrial_2926,NDUFA6
Complex_819,"Respiratory chain complex I (intermediate I/200kD and III/250kD), mitochondrial_2898#Respiratory chain complex I (intermediate IV/310kD), mitochondrial_2901",NDUFA9:NDUFS2:NDUFS3
Complex_820,"Respiratory chain complex I (intermediate II/230kD), mitochondrial_2906",NDUFS7:NDUFV2
Complex_821,"Respiratory chain complex I (intermediate V/380kD and VI/480kD), mitochondrial_2903",NDUFA2:NDUFA9:NDUFS2:NDUFS3
Complex_822,"Respiratory chain complex I (intermediate VII/650kD), mitochondrial_2904",NDUFA2:NDUFA6:NDUFS2:NDUFS3:NDUFV2
Complex_823,"Respiratory chain complex I (intermediate VII/650kD), mitochondrial_2904",NDUFA6:NDUFS2:NDUFS3:NDUFV2
Complex_824,"Respiratory chain complex I (intermediate), mitochondrial_2905",NDUFA2:NDUFA6:NDUFS3:NDUFV2
Complex_825,"Respiratory chain complex I (intermediate), mitochondrial_2905",NDUFA6:NDUFS2:NDUFS3:NDUFV2
Complex_826,"Retromer complex (SNX1, SNX2, VPS35, VPS29, VPS26A)_657",SNX1:SNX2:VPS29:VPS35
Complex_827,"Retromer complex (SNX1, SNX2, VPS35, VPS29, VPS26B)_1060",SNX1:SNX2:VPS29:VPS35
Complex_828,Ribosome-associated complex (RAC)_6331,DNAJC2:HSPA14
Complex_829,Ric-8A G alpha 13 complex_176,GNA13:RIC8A
Complex_830,Ric-8A G(q) alpha subunit complex_175,GNAQ:RIC8A
Complex_831,Rnase/Mrp complex_123,POP1:POP4:POP5:POP7:RPP25:RPP30:RPP38:RPP40
Complex_832,Rnase/Mrp complex_123,POP1:POP4:POP5:POP7:RPP25:RPP30:RPP38
Complex_833,"S1PR1-c-Met-ITGB4 complex, HGF- or S1P-induced_6798",ITGB4:MET
Complex_834,SCAMP1-SCAMP2-SCAMP3 complex_3262,SCAMP1:SCAMP2:SCAMP3
Complex_835,SCRIB-GIT1-ARHGEF7 complex_930,GIT1:SCRIB
Complex_836,SCRIB-GIT1-ARHGEF7-PAK1 complex_6778,GIT1:PAK1:SCRIB
Complex_837,SDCBP-CTNNB1-CTNNA1-CDH1 complex_1839,CTNNA1:CTNNB1:SDCBP
Complex_838,SDH-mABC1-PIC-ANT-ATPase complex_139,ABCB8:SDHA:SDHB:SLC25A3:SLC25A4
Complex_839,SEC23-SEC24 adaptor complex_7139#SEC23-SEC24-SCAP-SREBP1c complex_7140,SEC23A:SEC24B
Complex_840,SERCA2a-alphaKAP-CaM-CaMKII complex_6517,ATP2A2:KPNA1
Complex_841,SF3A1-SF3A2-SF3A3 complex_1734,SF3A1:SF3A2:SF3A3
Complex_842,SF3b complex_1737,DDX42:PHF5A:SF3B1:SF3B2:SF3B3:SF3B6
Complex_843,SF3b complex_1737,DDX42:PHF5A:SF3B1:SF3B2:SF3B3:SF3B5:SF3B6
Complex_844,SHARP-CtBP complex_2921,CTBP1:CTBP2
Complex_845,"SHC-GRB2 complex_2895#Shc-Ship-Grb2 complex, IL-3 stimulated_3203",GRB2
Complex_846,SIMPLE-HRS-STAM1 complex_7287,HGS:STAM
Complex_847,SIN3 complex_54#SAP complex (Sin3-associated protein complex)_591#SAP complex (Sin3-associated protein complex)_592#SIN3-HDAC-SAP30-ARID4 complex_596#SIN3-SAP25 complex_691#BRMS1-SIN3-HDAC complex_696#SIN3-ING1b complex I_738#SIN3-SAP25 complex_743#ING2 complex_2851#mSin3A complex_3048,HDAC1:HDAC2:RBBP4:RBBP7:SIN3A
Complex_848,SIN3-ING1b complex II_739,ACTL6A:HDAC1:HDAC2:RBBP4:RBBP7:SIN3A:SMARCA4:SMARCB1:SMARCC1:SMARCC2
Complex_849,SIN3-ING1b complex II_739,ACTL6A:ARID1A:HDAC1:HDAC2:RBBP4:RBBP7:SIN3A:SMARCA4:SMARCB1:SMARCC1:SMARCC2:SMARCD1
Complex_850,SIVA1-XIAP-TAK1 complex_6283,MAP3K7:XIAP
Complex_851,SIVA1-XIAP-TAK1 complex_6283,MAP3K7
Complex_852,SKI complex_1168,SKIV2L:TTC37:WDR61
Complex_853,SLC9A3R1-ACTN4 complex_6788,ACTN4:SLC9A3R1
Complex_854,"SLP-76-Cbl-Grb2-Shc complex, Fc receptor gamma-R1 stimulated_2535",CBL:SHC1
Complex_855,SMC1-SMC3 complex_5241,SMC1A:SMC3
Complex_856,SMG-1-UPF-ERF1-ERF3 complex (SURF)_784,ETF1:GSPT1:UPF1
Complex_857,"SMN complex (GEMIN6,7, UNRIP), SMN-independent intermediate_3297",GEMIN6:STRAP
Complex_858,"SMN complex (GEMIN6,7, UNRIP), SMN-independent intermediate_3297",GEMIN6:GEMIN7:STRAP
Complex_859,SMRT complex_58,NCOR2:TBL1XR1
Complex_860,SMRT complex_58,HDAC3:NCOR2:TBL1XR1
Complex_861,SMRT-SKIP-CBF1 complex_2911,NCOR2:SNW1
Complex_862,"SNARE complex (Bet1, Gosr1, Gosr2, Scfd1, Stx5, Sec22b)_88",BET1:GOSR1:SCFD1:SEC22B:STX5
Complex_863,"SNARE complex (HGS, SNAP25, STX13)_706",HGS:STX12
Complex_864,"SNARE complex (STX4, SNAP23, VAMP2)_731#SNARE complex (Stx4, Snap25, Vamp2)_979#SNARE complex (Stx4, Snap25, Vamp2, Syt1)_980",STX4:VAMP2
Complex_865,"SNARE complex (STX4, VAMP1, VAMP7)_733",STX4:VAMP7
Complex_866,"SNARE complex (Snap25, Vamp3, Vamp2, Napa, Stx12)_2876",NAPA:STX12:VAMP2:VAMP3
Complex_867,"SNARE complex (Snap25, Vamp3, Vamp2, Napa, Stx12)_2876",NAPA:STX12:VAMP3
Complex_868,"SNARE complex (Stx1a, Napa, Snap25, Vamp2, Nsf)_1880",NAPA:NSF:VAMP2
Complex_869,"SNARE complex (Stx1a,1b,7,13, Rtn1, Vamp2)_1011",STX12:STX7:VAMP2
Complex_870,"SNARE complex (Stx1a,1b,7,13, Rtn1, Vamp2)_1011",STX12:STX7
Complex_871,"SNARE complex (Stx4, Napa, Vamp3, Nsf, Vamp2)_1876",NAPA:NSF:STX4:VAMP2:VAMP3
Complex_872,"SNARE complex (Stx4, Napa, Vamp3, Nsf, Vamp2)_1876",NAPA:NSF:STX4:VAMP3
Complex_873,"SNARE complex (Stx4, Snap25, Vamp8)_857#SNARE complex (STX4, VAMP8, VAMP3, SNAP23)_1169",STX4:VAMP8
Complex_874,"SNARE complex (Stx4, Stx6, Stx7, Vamp3, Vamp7, Vamp8, Vti1b)_859",STX4:STX7:VAMP3:VAMP7:VAMP8:VTI1B
Complex_875,"SNARE complex (Stx4, Stx6, Stx7, Vamp3, Vamp7, Vamp8, Vti1b)_859",STX4:STX6:STX7:VAMP3:VAMP7:VAMP8:VTI1B
Complex_876,"SNARE complex (Stx4, Vamp7, Snap23, Syt7)_1027",SNAP23:STX4:VAMP7
Complex_877,"SNARE complex (Stx4, Vamp8, Snap23)_1212",SNAP23:STX4:VAMP8
Complex_878,"SNARE complex (Stx5, Gosr1, Bet1, Gef2)_907",BET1:GABARAPL2:GOSR1:STX5
Complex_879,"SNARE complex (Stx5, Gosr1, GS15)_902",BET1L:GOSR1:STX5
Complex_880,"SNARE complex (Stx5, Gosr1, GS15)_902",GOSR1:STX5
Complex_881,"SNARE complex (Stx5, Gosr2, Sec22b, Bet1)_664",BET1:SEC22B:STX5
Complex_882,"SNARE complex (Stx5, Ykt6, Gosr1, Bet1)_663",BET1L:GOSR1:STX5:YKT6
Complex_883,"SNARE complex (Stx5, Ykt6, Gosr1, Bet1)_663",GOSR1:STX5:YKT6
Complex_884,"SNARE complex (Stx5, p97, Nsfl1c)_673",NSFL1C:STX5:VCP
Complex_885,"SNARE complex (Stx5, p97, Nsfl1c)_673",NSFL1C:VCP
Complex_886,"SNARE complex (VAMP2, SNAP25, STX13)_707#SNARE complex (SNAP25, VAMP3, VAMP2, NAPB, STX13)_1874",STX12:VAMP2
Complex_887,"SNARE complex (VAMP4, STX6, STX16, VTI1a, VTI1b)_877#SNARE complex (Vamp4, Stx6, Stx16, Vti1b)_880",STX16:VTI1B
Complex_888,"SNARE complex (Vamp7, Stx5, Bet1, Vti1a)_703",BET1:STX5:VAMP7
Complex_889,"SNARE complex (Vamp7, Stx5, Bet1, Vti1a)_703",BET1:STX5:VAMP7:VTI1A
Complex_890,"SNARE complex (Vti1b, Stx6, Stx7)_735",STX7:VTI1B
Complex_891,"SNARE complex (Vti1b, Stx6, Stx7)_735",STX6:STX7:VTI1B
Complex_892,"SNARE complex (Vti1b, Stx7, Stx8, Vamp8)_628",STX7:STX8:VAMP8:VTI1B
Complex_893,"SNARE complex (Ykt6, Stx5, Gosr2, Bet1)_653",BET1:STX5:YKT6
Complex_894,SNCA-TUBB3 complex_7241,SNCA:TUBB3
Complex_895,SNF2h-cohesin-NuRD complex_282,HDAC1:HDAC2:MBD2:MBD3:MTA1:MTA2:RAD21:RBBP4:RBBP7:SMC1A:SMC3:STAG1:STAG2
Complex_896,SNF2h-cohesin-NuRD complex_282,CHD3:HDAC1:HDAC2:MBD2:MBD3:MTA1:MTA2:RAD21:RBBP4:RBBP7:SMARCA5:SMC1A:SMC3:STAG2
Complex_897,"SNX complex (SNX1, SNX1a, SNX2, SNX4)_1070#SNX complex (SNX1, SNX1a, SNX2, SNX4, LEPR)_1091#SNX complex (SNX1, SNX1a, SNX2, SNX4, INSR)_1093#SNX complex (SNX1, SNX1a, SNX2, SNX4, PDGFRA)_1096",SNX1:SNX2:SNX4
Complex_898,"SNX complex (SNX1, SNX1a, SNX2, SNX4, EGFR)_1095",EGFR:SNX1:SNX2:SNX4
Complex_899,"SNX complex (SNX1, SNX1a, TFRC)_1104",SNX1:TFRC
Complex_900,"SNX complex (SNX1, SNX6)_1058",SNX1:SNX6
Complex_901,SOS1-ABI1-EPS8 complex_6499,ABI1:SOS1
Complex_902,SOS1-ABI1-EPS8L1 complex_6501#SOS1-ABI1-EPS8L3 complex_6504,ABI1:SOS1
Complex_903,SOS1-ABI1-EPS8L2 complex_6503,ABI1:EPS8L2:SOS1
Complex_904,SRC-3 complex_2727,CHUK:IKBKB:IKBKG:TROVE2
Complex_905,SRC-3 complex_2727,CHUK:CREBBP:IKBKB:IKBKG:TROVE2
Complex_906,SRCAP-associated chromatin remodeling complex_304#TIP60 histone acetylase complex_525#p400-associated complex_1166#c-MYC-ATPase-helicase complex_1170#TIP49-TIP48-BAF53 complex_1173,ACTL6A:RUVBL1:RUVBL2
Complex_907,SRm160/300 complex_1261,SNRNP70:SNRPA1:SRRM2
Complex_908,SRm160/300 complex_1261,SNRNP70:SNRPA1:SRRM1:SRRM2:TRA2B
Complex_909,STMN1-Tubulin complex_85,STMN1:TUBA4A
Complex_910,SUMO1-SUA1-UBA2 complex_5755#SUA1-UBA2 complex_5756,SAE1:UBA2
Complex_911,SVIP-VCP-DERL1 complex_4976#gp78-VCP-DERL1 complex_4977#VCP-VIMP-DERL1 complex_4997#VCP-SELK-DERL1 complex_7136,DERL1:VCP
Complex_912,SWI/SNF-related chromatin-remodeling complex (Brm-based)_5175,HDAC2:SIN3A:SMARCB1:SMARCC1:SMARCE1
Complex_913,SWI/SNF-related chromatin-remodeling complex (Brm-based)_5175,HDAC2:SIN3A:SMARCA2:SMARCB1:SMARCC1:SMARCE1
Complex_914,SWI/SNF-related chromatin-remodeling complex_5184,HDAC1:SIN3A:SMARCE1
Complex_915,SWI/SNF-related chromatin-remodeling complex_5184,HDAC1:SIN3A:SMARCA2:SMARCE1
Complex_916,Scrib-APC-beta-catenin complex_935,CTNNB1:SCRIB
Complex_917,Scrib-Git1-Arhgef7 complex_931,GIT1:SCRIB
Complex_918,Scrib-Git1-Arhgef7 complex_931,ARHGEF7:GIT1:SCRIB
Complex_919,Sec61-Sec62-Sec63 complex_1210,SEC61A1:SEC61B:SEC62:SEC63
Complex_920,Septin complex_1345,SEPT11:SEPT2:SEPT7:SEPT8:SEPT9
Complex_921,Set1B complex_2730,ASH2L:WDR5:WDR82
Complex_922,Set1B complex_6470,ASH2L:BOD1L1:HCFC1:OGT:WDR5:WDR82
Complex_923,Set1B complex_6470,ASH2L:BOD1L1:DPY30:HCFC1:OGT:WDR5:WDR82
Complex_924,"Shc-Egfr complex, EGF stimulated_2887",EGFR:SHC1
Complex_925,"Shc-Grb2-mSos1 complex, EGF stimulated_2553",GRB2
Complex_926,"Shp2-Sos complex, FGF stimulated_3180",PTPN11:SOS1
Complex_927,"Shp2-Sos complex, FGF stimulated_3180",PTPN11
Complex_928,Signal peptidase complex_444,SEC11A:SPCS1:SPCS2:SPCS3
Complex_929,Slit diaphragms complex_7330,CD2AP:F11R:KIRREL1:TJP1
Complex_930,Smcb-Smcd-PW29 complex_1122#DDX11-RAD21-SMC1A-SMC3 complex_6303,RAD21:SMC1A:SMC3
Complex_931,Smooth muscle dystroglycan complex_339,DAG1:UTRN
Complex_932,Smrt-Sin3A-Hdac7 complex_1161,HDAC7:NCOR2:SIN3A
Complex_933,Snurportin-CRM1-RanGTP complex_1045,RAN:SNUPN:XPO1
Complex_934,Structure-specific endonulease complex_371#XPA-ERCC1-ERCC4 complex_531#RAD52-ERCC4-ERCC1 complex_2220,ERCC1:ERCC4
Complex_935,Stx7-Unc13d-Vamp8 complex_6751,STX7:UNC13D:VAMP8
Complex_936,"Succinate dehydrogenase complex II, mitochondrial_440",SDHA:SDHB:SDHC
Complex_937,"Succinyl-CoA synthetase, ADP-forming_394#Succinyl-CoA synthetase, ADP-forming_395",SUCLA2:SUCLG1
Complex_938,"Succinyl-CoA synthetase, GDP-forming_393#Succinyl-CoA synthetase, GDP-forming_396#Succinyl-CoA synthetase, ADP-forming_397",SUCLG1:SUCLG2
Complex_939,Sulphiredoxin-peroxiredoxin complex_3151,PRDX1:SRXN1
Complex_940,Synexin-sorcin complex_6365,ANXA7:SRI
Complex_941,TAK1 complex_2758,MAP3K7:TAB1:TAB2
Complex_942,TANGO1L-cTAGE5-SEC12 complex_7477,MIA3:PREB
Complex_943,TBCD-ARL2-tubulin(beta) complex_6713,ARL2:TBCD:TUBB
Complex_944,TBCD-ARL2-tubulin(beta)-TBCE complex_6715,ARL2:TBCD:TBCE:TUBB
Complex_945,TBCD-tubulin(alpha)-tubulin(beta) complex_6703,TBCD:TUBB
Complex_946,TBCE-TBCB-tubulin(alpha) complex_6714,TBCB:TBCE
Complex_947,TCF4-CTNNB1-SUMO1-EP300-HADAC6 complex_5260,CTNNB1
Complex_948,TCF4-CTNNB1-SUMO1-EP300-HADAC6 complex_5260,CTNNB1:HDAC6
Complex_949,TEAD2-multiprotein complex_2870,MPDZ:YWHAQ
Complex_950,TFIIF complex (transcription factor IIF)_153,GTF2F1:GTF2F2
Complex_951,TFIIH transcription factor complex_107#CAK complex (Cdk-activating kinase complex)_1008#TFIIH transcription factor complex_1029#CAK-ERCC2 complex_1030,CDK7:MNAT1
Complex_952,TFIIH transcription factor complex_107#CAK complex (Cdk-activating kinase complex)_1008#TFIIH transcription factor complex_1029#CAK-ERCC2 complex_1030,CCNH:CDK7:MNAT1
Complex_953,"TIM (TIM17A, TIM17B, TIM23, TIM44) complex, mitochondrial_605",TIMM17A:TIMM44
Complex_954,"TIM (Tim17A, Tim23, Tim44, Hsp70) complex, mitochondrial_616",TIMM17A:TIMM44
Complex_955,TIMM8A-TIMM13 complex_6452#TIMM8A-TIMM13-TIMM23 complex_7198,TIMM13:TIMM8A
Complex_956,TNF-R1 signaling complex_6347,RIPK1
Complex_957,TNF-R1 signaling complex_6347,RIPK1:TRADD:TRAF2
Complex_958,TNF-R1-associated signaling complex_6344,CHUK:IKBKB:IKBKG:MAP3K7:TAB1:TAB2:TNIP1:TRAF2
Complex_959,TNF-R1-associated signaling complex_6344,CHUK:IKBKB:IKBKG:MAP3K7:RIPK1:RNF31:TAB1:TAB2:TRADD:TRAF2
Complex_960,"TNF-alpha/NF-kappa B signaling complex (CHUK, KPNA3, NFKB2, NFKBIB, REL, IKBKG,  NFKB1, NFKBIE, RELB,  NFKBIA, RELA, TNIP2)_5193",CHUK:IKBKG:KPNA3:NFKB1:NFKB2:RELA:RELB
Complex_961,"TNF-alpha/NF-kappa B signaling complex (CHUK, KPNA3, NFKB2, NFKBIB, REL, IKBKG,  NFKB1, NFKBIE, RELB,  NFKBIA, RELA, TNIP2)_5193",CHUK:IKBKG:KPNA3:NFKB1:NFKB2:NFKBIB:NFKBIE:REL:RELA
Complex_962,"TNF-alpha/NF-kappa B signaling complex (SEC16A, CHUK, IKBKB, NFKB2, REL, IKBKG, MAP3K14, RELA, FBXW7, USP2)_5194",CHUK:IKBKB:IKBKG:NFKB2:RELA:SEC16A
Complex_963,"TNF-alpha/NF-kappa B signaling complex (SEC16A, CHUK, IKBKB, NFKB2, REL, IKBKG, MAP3K14, RELA, FBXW7, USP2)_5194",CHUK:IKBKB:IKBKG:NFKB2:REL:RELA:SEC16A
Complex_964,TNF-alpha/NF-kappa B signaling complex 10_5286,ATG16L1:CCAR1:CDC37:CHUK:HSP90AA1:HSP90AB1:IKBKG:NFKBIB:TBK1:TXLNA
Complex_965,TNF-alpha/NF-kappa B signaling complex 7_5268,CDC37:FKBP5:HSP90AA1:HSP90AB1:MAP3K7:TAB1
Complex_966,TNF-alpha/NF-kappa B signaling complex 7_5268,CDC37:FKBP5:HSP90AA1:HSP90AB1:MAP3K7:TAB1:TAB2
Complex_967,TNF-alpha/NF-kappa B signaling complex 9_5285,CDC37:FKBP5:HSP90AB1:NFKBIB
Complex_968,TNF-alpha/NF-kappa B signaling complex 9_5285,CDC37:CHUK:FKBP5:HSP90AB1
Complex_969,"TOM complex (TOM5, TOM6, TOM7, TOM20, TOM22, TOM40, TOM70), mitochondrial_6497",TOMM40:TOMM70
Complex_970,"TOM complex (TOM5, TOM6, TOM7, TOM20, TOM22, TOM40, TOM70), mitochondrial_6497",TOMM22:TOMM40:TOMM70
Complex_971,TRAF2-MALT1 complex_2744,MALT1:TRAF2
Complex_972,TRAPP complex_6468,TRAPPC11:TRAPPC12:TRAPPC2L:TRAPPC3:TRAPPC4:TRAPPC5:TRAPPC6B:TRAPPC8:TRAPPC9
Complex_973,TRAPP complex_6468,TRAPPC10:TRAPPC11:TRAPPC12:TRAPPC2L:TRAPPC3:TRAPPC4:TRAPPC5:TRAPPC6B:TRAPPC8:TRAPPC9
Complex_974,TREX complex_770,ALYREF:DDX39B
Complex_975,TREX complex_770,ALYREF:DDX39B:THOC3:THOC6
Complex_976,TRIM25-G3BP2 complex_7357,G3BP2:TRIM25
Complex_977,TRPC3-TRPC6-Ca2+-signaling complex_544,ITPR1
Complex_978,TRPC3-TRPC6-Ca2+-signaling complex_544,ITPR1:ITPR3
Complex_979,"TSC (TSC1, TSC2, AXIN, GSK3) complex_4151#TSC2-GSK3-AXIN-DVL complex_7159",GSK3B
Complex_980,TSC2-HERC1 complex_6532,HERC1:TSC2
Complex_981,Tacc1-chTOG-AuroraA  complex_631,CKAP5:TACC1
Complex_982,Tetrameric COG subcomplex_3525,COG5:COG6:COG7:COG8
Complex_983,"Thyroglobulin folding complex (Tg, Hspa5, Pdi, Erp29, Grp94)_5497#Thyroglobulin folding complex (Tg, Hspa5, Erp29, Grp94)_5501",ERP29:HSPA5
Complex_984,Tiam2-PAR-3-aPKC-PAR-6-Cdc42-GTP complex_894,CDC42:PRKCI
Complex_985,Tiam2-PAR-3-aPKC-PAR-6-Rac1-GTP complex_1084,PRKCI:RAC1
Complex_986,Tle3-Aes complex_3130,AES:TLE3
Complex_987,Tlr9-Hsp90b1-Cnpy3 complex_6876#Hsp90b1-Cnpy3 complex_6877,CNPY3:HSP90B1
Complex_988,Tmsb4x-Lims1-Ilk complex_5493,ILK:LIMS1
Complex_989,TorsinA-TorsinB complex_1000,TOR1A:TOR1B
Complex_990,TorsinA-TorsinB complex_1000,TOR1A
Complex_991,"Transcription elongation factor complex (SUPT5H, CDK9, CCNT1)_2603",CCNT1:CDK9:SUPT5H
Complex_992,"Transcription elongation factor complex (SUPT5H, CDK9, CCNT1)_2603",CDK9:SUPT5H
Complex_993,TrkB-Slp1-Rab27b-Crmp2-Kinesin-1 complex_6346,DPYSL2:KIF5B:KLC1
Complex_994,Tubulin-Crmp2-Klc1 complex_6349,DPYSL2:KLC1
Complex_995,URI complex (Unconventional prefoldin RPB5 Interactor)_781,CUL1:PFDN2:POLR2E:RUVBL1:RUVBL2:SKP1:SKP2
Complex_996,UTX-MLL2/3 complex_3075,ASH2L:PPP6R3:WDR5
Complex_997,UTX-MLL2/3 complex_3075,ASH2L:PPP6R3
Complex_998,Ubiquilin-VCP-erasin complex_6523,UBQLN1:UBXN4:VCP
Complex_999,Ubiquilin-proteasome complex_5209,PSMA1:PSMA2:PSMA6:UBE3A:UBQLN1:UBQLN2
Complex_1000,"Ubiquitin E3 ligase (AHR, ARNT, DDB1, TBL3, CUL4B, RBX1)_1211#CUL4B-DDB1-TLE2 complex_6487#CUL4B-DDB1-WDR26 complex_6490",CUL4B:DDB1
Complex_1001,"Ubiquitin E3 ligase (ASB2, TCEB1, TCEB2, CUL5, RNF7)_207#Ubiquitin E3 ligase (ASB1, TCEB1, TCEB2, CUL5, RNF7)_208#Ubiquitin E3 ligase (ASB7, TCEB1, TCEB2, CUL5, RNF7)_210#Ubiquitin E3 ligase (ASB12, TCEB1, TCEB2, CUL5, RNF7)_211",CUL5:RNF7
Complex_1002,"Ubiquitin E3 ligase (ASB6, TCEB1, TCEB2, CUL5, RNF7)_209",ASB6:CUL5:RNF7
Complex_1003,"Ubiquitin E3 ligase (CCDC22, COMMD8, CUL3)_6659",CCDC22:COMMD8:CUL3
Complex_1004,"Ubiquitin E3 ligase (CDC34, CUL1, RBX1)_2170",CDC34:CUL1
Complex_1005,"Ubiquitin E3 ligase (CHEK1, CUL1)_2714",CHEK1
Complex_1006,"Ubiquitin E3 ligase (CHEK1, CUL1)_2714",CHEK1:CUL1
Complex_1007,"Ubiquitin E3 ligase (CHEK1, CUL4A)_2171",CHEK1
Complex_1008,"Ubiquitin E3 ligase (CSN1, CSN8, HRT1, SKP1, SKP2, CUL1, CUL2, CUL3)_2715",COPS8:CUL1:CUL2:CUL3:GPS1:SKP1:SKP2
Complex_1009,"Ubiquitin E3 ligase (CUL3, KLHL12, PEF1, PDCD6)_7522",CUL3:PDCD6:PEF1
Complex_1010,"Ubiquitin E3 ligase (CUL3, KLHL42)_7533",CUL3:KLHL42
Complex_1011,"Ubiquitin E3 ligase (Cul3, GAN1, Rbx1)_7531",CUL3:GAN
