ComplexID,ComplexName,Organism,Subunits_UniProt_IDs,GO description
6422,SETDB1-DNMT3A complex,Human,"Q15047,Q9Y6K1","transcriptional repressor complex;regulation of transcription, DNA-templated"
6423,SETDB1-DNMT3B complex,Human,"Q15047,Q9UBC3",
6424,FOXO1-CREB1 complex,Mouse,"Q01147,Q9R1E0","regulation of transcription, DNA-templated"
6425,FOXO1-ATF4 complex,Mouse,"Q06507,Q9R1E0","regulation of transcription, DNA-templated"
6426,ATF4-CREB1 complex,Human,"P16220,P18848","regulation of transcription, DNA-templated"
6427,Sufu-Mycbp-Gli1 complex,Mouse,"Q0VGT2,Q9EQS3,Q9Z0P7",
6428,ATL1 homo-oligomer complex,Human,Q8WXF7,membrane protein complex
6429,SPG3A-SPG4-SPG31 complex,Human,"Q8WXF7,Q9H902,Q9UBP0",microtubule binding;endoplasmic reticulum organization
6430,ATL2-SPG31 complex,Human,"Q8NHH9,Q9H902",endoplasmic reticulum organization;microtubule binding
6431,ATL3-SPG31 complex,Human,"Q6DD88,Q9H902",endoplasmic reticulum organization;microtubule binding
6432,TTN-TCAP complex,Human,"O15273,Q8WZ42",sarcomere organization;cardiac muscle fiber development;cardiac myofibril assembly;muscle filament sliding
6434,MIS18 complex,Human,"O43482,Q6P0N0,Q9NYP9",centromere complex assembly;regulation of CENP-A containing nucleosome assembly
6435,HAUS augmin-like complex,Human,"O94927,Q68CZ6,Q7Z4H7,Q8BFT2,Q96CS2,Q99871,Q9BT25,Q9NVX0",mitotic nuclear division;spindle assembly;centrosome organization;G2/M transition of mitotic cell cycle
6436,ATP4A-ATP4B complex,Human,"P20648,P51164",potassium ion transmembrane transport
6437,GABBR1-GABBR2 complex,Human,"O75899,Q9UBS5","gamma-aminobutyric acid signaling pathway;synaptic transmission, GABAergic"
6438,SCNN1A-SCNN1B-SCNN1G complex,Human,"P37088,P51168,P51170",sodium ion transport
6439,SCNN1B-SCNN1G-SCNN1D complex,Human,"P51168,P51170,P51172",sodium ion transport
6440,CHRNA2-CHRNB4 complex,Human,"P30926,Q15822","synaptic transmission, cholinergic;response to nicotine;neuromuscular synaptic transmission"
6441,KIAA0753-FOR20-OFD1 complex,Human,"O75665,Q2KHM9,Q96NB1",cilium assembly;centriolar satellite;ciliary basal body organization
6442,"Cytochrome c oxidase, mitochondrial",Human,"P00395,P00403,P00414,P09669,P13073,P20674,Q15526,Q7KZN9,Q7Z7K0,Q96I36,Q9BVV7,Q9GZY4,Q9P0S2,Q9Y2R0",
6443,SMAR1-HDAC1-SIN3A-SIN3B repressor complex,Human,"O75182,Q13547,Q8N9N5,Q96ST3","regulation of transcription, DNA-templated;nucleus"
6444,SMAR1-HDAC1-SIN3A-SIN3B-p107-p130 repressor complex,Human,"O75182,P28749,Q08999,Q13547,Q8N9N5,Q96ST3","regulation of transcription, DNA-templated;nucleus"
6445,"TIM50-TIM23 complex, mitochondrial",Human,"O14925,Q3ZCQ8",
6447,TIM23-TOM22-TIM50-HSD3B2 complex,Human,"O14925,P26439,Q3ZCQ8,Q9NS69",regulation of steroid biosynthetic process;mitochondrial inner membrane
6448,APC-Asef complex,Rat,"D3ZKB4,P70478",regulation of guanyl-nucleotide exchange factor activity
6449,APC-Asef-beta-catenin complex,Rat,"D3ZKB4,P70478,Q9WU82",
6450,DJ-1-DJBP-AR complex,Human,"P10275,Q5THR3,Q99497","regulation of androgen receptor signaling pathway;regulation of transcription, DNA-templated"
6451,MAK-ACTR-AR complex,Human,"P10275,P20794,Q9Y6Q9","regulation of androgen receptor signaling pathway;regulation of transcription, DNA-templated"
6452,TIMM8A-TIMM13 complex,Human,"O60220,Q9Y5L4",mitochondrial intermembrane space;protein transport
6454,Zipzap/p200-Srf-p49/STRAP-Nkx2.5 complex,Mouse,"E9Q7E2,P42582,Q9CZ91,Q9JM73","regulation of transcription, DNA-templated"
6455,ARL2-TBCD complex,Human,"P36404,Q9BTW9",microtubule cytoskeleton organization
6456,"TIM17A-TIM23 complex, mitochondrial",Human,"O14925,Q99595",mitochondrion;inner mitochondrial membrane protein complex;protein import into mitochondrial inner membrane;response to stress
6457,MLL1 core complex,Human,"P61964,Q03164,Q15291,Q9UBL3",histone H3-K4 methylation
6458,"TIM17B-TIM23 complex, mitochondrial",Human,"O14925,O60830",inner mitochondrial membrane protein complex;mitochondrion;protein import into mitochondrial inner membrane;response to stress
6459,EARP complex,Human,"Q5VIR6,Q8N1B4,Q96JG6,Q9UID3",
6460,MLL2 complex,Human,"O00255,O14686,O15294,O75475,P51610,P61964,Q15291,Q9C005,Q9UBL3,Q9Y5Z7","histone H3-K4 methylation;regulation of transcription, DNA-templated;nucleus;chromatin organization"
6461,MLL3 complex,Human,"O15550,P61964,Q14686,Q15291,Q6ZW49,Q8NEZ4,Q9BTK6,Q9C005,Q9UBL3","histone H3-K4 methylation;nucleus;regulation of transcription, DNA-templated;chromatin organization"
6462,MLL1 complex,Human,"O00255,O15294,P51610,P61964,Q03164,Q15291,Q9C005,Q9UBL3","histone H3-K4 methylation;regulation of transcription, DNA-templated;nucleus;chromatin organization"
6463,GARP complex,Human,"Q5VIR6,Q8N1B4,Q9P1Q0,Q9UID3","retrograde transport, endosome to Golgi;trans-Golgi network;GARP complex"
6464,Hsp70-Tim44 complex,Rat,"O35094,P0DMW0",heat shock protein binding;mitochondrial inner membrane;mitochondrion
6465,Tim17a-Tim23 complex,Rat,"O35092,O35093",mitochondrion;mitochondrial inner membrane;protein transport;intracellular protein transport
6466,NINJ1 homo-oligomer complex,Human,Q92982,cell adhesion
6467,MLL4 complex,Human,"O14686,O15550,P61964,Q14686,Q15291,Q6ZW49,Q9BTK6,Q9C005,Q9UBL3","histone H3-K4 methylation;nucleus;regulation of transcription, DNA-templated;chromatin organization"
6468,TRAPP complex,Human,"O43617,O75865,P0DI81,P48553,Q5T215,Q7Z392,Q86SZ2,Q8IUR0,Q8WVT3,Q96Q05,Q9UL33,Q9Y296,Q9Y2L5,Q9Y5R8",ER to Golgi vesicle-mediated transport;vesicle-mediated transport;COPI-coated vesicle
6469,Set1A complex,Human,"O15047,O15294,P51610,P61964,Q15291,Q6UXN9,Q9C005,Q9P0U4,Q9UBL3,Q9Y5Z7","histone H3-K4 methylation;nucleus;regulation of transcription, DNA-templated;chromatin organization"
6470,Set1B complex,Human,"O15294,P51610,P61964,Q15291,Q6UXN9,Q8NFC6,Q96IK1,Q9C005,Q9P0U4,Q9UBL3,Q9UPS6,Q9Y5Z7","histone H3-K4 methylation;nucleus;regulation of transcription, DNA-templated;chromatin organization"
6471,Cx43-Trim21 complex,Rat,"D4ACF2,P08050",regulation of gap junction assembly;protein ubiquitination;gap junction
6472,Bcl-2-Beclin1-UVRAG-PI(3)KC3 complex,Human,"P10415,Q14457,Q8NEB9,Q99570,Q9P2Y5",autophagosome assembly
6473,mitochondrial calcium uniporter complex,Human,"Q8IYU8,Q8NE86,Q9BPX6,Q9H4I9,Q9NWR8",mitochondrial calcium ion transport;mitochondrion;mitochondrial calcium ion homeostasis
6474,Cubam complex,Human,"O60494,Q9BXJ7",endocytosis;cobalamin transport
6475,Dnm1l-Mff complex,Mouse,"Q6PCP5,Q8K1M6",mitochondrial fission
6476,erlin1/2-RNF170 complex,Human,"O75477,O94905,Q96K19",endoplasmic reticulum membrane;receptor recycling
6477,ZEB2-KDM1A complex,Human,"O60315,O60341",
6478,Dnm1l-Mief1 complex,Mouse,"Q8BGV8,Q8K1M6",mitochondrial fission
6479,Cubilin-intrinsic factor-cobalamin complex,Human,"O60494,P27352",cobalamin transport
6480,Ncam-Fgfr4 signaling complex,Mouse,"P05480,P06837,P13595,P15116,Q03142,Q60598,Q62077,Q8C180",neuron projection development;cell-matrix adhesion
6481,WASH complex,Human,"A8K0Z3,Q12768,Q2M389,Q9Y3C0,Q9Y4E1",
6482,CUL4B-DDB1-DTL-CSN complex,Human,"P61201,Q13098,Q13620,Q16531,Q9NZJ0",
6483,CAPZalpha-CAPZbeta complex,Human,"P47756,P52907",actin filament capping
6484,WASH-CAPZalpa/beta complex,Human,"A8K0Z3,P47756,P52907,Q12768,Q2M389,Q9Y3C0,Q9Y4E1",actin filament capping;early endosome;Arp2/3 complex-mediated actin nucleation;endosomal transport
6485,HIF1alpha-VHL-ElonginB-ElonginC complex,Human,"P40337,Q15369,Q15370,Q16665",oxygen homeostasis
6486,CUL4A-DDB1-DTL complex,Human,"Q13619,Q16531,Q9NZJ0",cellular protein catabolic process;cellular response to DNA damage stimulus
6487,CUL4B-DDB1-TLE2 complex,Human,"Q04725,Q13620,Q16531",proteasomal protein catabolic process
6488,CUL4A-DDB1-EED complex,Human,"O75530,Q13619,Q16531",proteasomal protein catabolic process;regulation of histone methylation
6489,CUL4A-DDB1-WDR5 complex,Human,"P61964,Q13619,Q16531",regulation of histone methylation;proteasomal protein catabolic process
6490,CUL4B-DDB1-WDR26 complex,Human,"Q13620,Q16531,Q9H7D7",
6491,CUL4A-DDB1-RBBP5 complex,Human,"Q13619,Q15291,Q16531",
6492,CUL4A-DDB1-WDR5B complex,Human,"Q13619,Q16531,Q86VZ2",
6493,CUL4A-DDB1-WDR57 complex,Human,"Q13619,Q16531,Q96DI7",
6494,CUL4A-DDB1-WDR61 complex,Human,"Q13619,Q16531,Q9GZS3",
6495,CUL4B-DDB1-GRWD1 complex,Human,"Q13620,Q16531,Q9BQ67",
6496,TOM20-TOM22-pOTC complex,Human,"P00480,Q15388,Q9NS69",mitochondrial outer membrane translocase complex;mitochondrion;mitochondrial transport
6497,"TOM complex (TOM5, TOM6, TOM7, TOM20, TOM22, TOM40, TOM70), mitochondrial",Human,"O94826,O96008,Q15388,Q8N4H5,Q96B49,Q9NS69,Q9P0U1",protein import into mitochondrial outer membrane;mitochondrion;mitochondrial outer membrane;mitochondrial outer membrane translocase complex;mitochondrial outer membrane translocase complex assembly
6498,"TOM7 120K intermediate assembly complex (TOM7, TOM22, TOM40), mitochondrial",Human,"O96008,Q9NS69,Q9P0U1",mitochondrial outer membrane;outer mitochondrial membrane protein complex;mitochondrion;protein import into mitochondrial outer membrane
6499,SOS1-ABI1-EPS8 complex,Human,"Q07889,Q12929,Q8IZP0",small GTPase mediated signal transduction;transmembrane receptor protein tyrosine kinase signaling pathway;actin cytoskeleton reorganization
6500,"TOM complex (Tom7, Tom22, Hsp60), mitochondrial",Rat,"D3ZMR1,P63039,Q75Q41",mitochondrial outer membrane;mitochondrion;protein import into mitochondrial outer membrane;mitochondrial outer membrane translocase complex;mitochondrial outer membrane translocase complex assembly
6501,SOS1-ABI1-EPS8L1 complex,Human,"Q07889,Q8IZP0,Q8TE68",actin cytoskeleton reorganization;small GTPase mediated signal transduction;transmembrane receptor protein tyrosine kinase signaling pathway
6502,"Estrogen receptor complex (ESR1, EP300, NCOA1)",Human,"P03372,Q09472,Q15788",regulation of estrogen receptor binding
6503,SOS1-ABI1-EPS8L2 complex,Human,"Q07889,Q8IZP0,Q9H6S3",actin cytoskeleton reorganization;small GTPase mediated signal transduction;transmembrane receptor protein tyrosine kinase signaling pathway
6504,SOS1-ABI1-EPS8L3 complex,Human,"Q07889,Q8IZP0,Q8TE67",
6505,ERBB3-SPG1 complex,Human,"P21860,P32004",ErbB-3 class receptor binding;ERBB3 signaling pathway;regulation of ERBB signaling pathway;neuregulin receptor activity
6506,ERBB2-SPG1 complex,Human,"P04626,P32004",neuregulin receptor activity;regulation of ERBB signaling pathway;ERBB2 signaling pathway;ErbB-2 class receptor binding
6507,SERCA-PLN complex,Human,"P16615,P26678",calcium ion transport;regulation of relaxation of cardiac muscle;single-stranded DNA binding;miRNA binding
6508,L1cam-Ncam1 complex,Mouse,"P11627,P13595",cell adhesion;neuron cell-cell adhesion
6509,pERK-vimentin-KPNA2 complex,Human,"P08670,P27361,P52292",cytoplasm;response to tumor cell;cell migration
6510,ILK-SERCA2A-PLN complex,Human,"P16615,P26678,Q13418",regulation of relaxation of cardiac muscle;Z disc
6511,L1cam-Itga5 complex,Mouse,"P11627,P11688",protein binding involved in cell-cell adhesion;cell aggregation
6512,ILK-HSP90-CDC37 complex,Human,"P07900,Q13418,Q16543",
6513,MAN1-SMAD2 complex,Human,"Q15796,Q9Y2U8",transforming growth factor beta receptor signaling pathway
6514,SLN-ATP2A1 complex,Human,"O00631,O14983",regulation of calcium ion transport
6515,SLN-PLN-SERCA1A complex,Human,"O00631,O14983,P26678",regulation of calcium-transporting ATPase activity
6516,SLN-PLN-SERCA2A complex,Human,"O00631,P16615,P26678",regulation of calcium-transporting ATPase activity
6517,SERCA2a-alphaKAP-CaM-CaMKII complex,Human,"P16615,P52294,P62158,Q9UQM7",
6518,CEP164-TTBK2 complex,Human,"Q6IQ55,Q9UPV0",cellular response to DNA damage stimulus;cilium assembly;centriole
6519,CCDC92-CEP164 complex,Human,"Q53HC0,Q9UPV0",cellular response to DNA damage stimulus
6520,Harmonin-SANS complex,Human,"Q495M9,Q9Y6N9",ear development;sensory perception of sound
6521,Akt-PHLPP1-PHLPP2-FANCI-FANCD2-USP1-UAF1 complex,Human,"O60346,O94782,P31749,Q6ZVD8,Q8TAF3,Q9BXW9,Q9NVI1",
6522,Harmonin-CAD23 complex,Human,"Q9H251,Q9Y6N9",ear development;sensory perception of sound
6523,Ubiquilin-VCP-erasin complex,Human,"P55072,Q92575,Q9UMX0",ERAD pathway;response to endoplasmic reticulum stress
6524,DZIP1-GLI3 complex,Human,"P10071,Q86YF9",cilium assembly;smoothened signaling pathway
6525,SPG3A-SPG33 complex,Human,"Q5T4F4,Q8WXF7",endoplasmic reticulum;vesicle-mediated transport;endoplasmic reticulum tubular network assembly;endoplasmic reticulum tubular network maintenance
6526,SPG10-SPG33 complex,Human,"Q12840,Q5T4F4",vesicle-mediated transport;endoplasmic reticulum tubular network assembly;endoplasmic reticulum tubular network maintenance;endoplasmic reticulum
6527,FLRT3-LPHN3-UNC5B complex,Human,"Q8IZJ1,Q9HAR2,Q9NZU0",cell-cell adhesion;synapse assembly;neuron migration
6528,FLRT3-LPHN3-UNC5D complex,Human,"Q6UXZ4,Q9HAR2,Q9NZU0",cell-cell adhesion;neuron migration;synapse assembly
6529,FLRT3-LPHN3 complex,Human,"Q9HAR2,Q9NZU0",synapse assembly;cell-cell adhesion
6530,MYO7A-PDZD7 complex,Human,"Q13402,Q9H5P4",sensory perception of sound;stereocilium membrane
6531,CEP164-DZIP1 complex,Human,"Q86YF9,Q9UPV0",intraciliary transport;smoothened signaling pathway
6532,TSC2-HERC1 complex,Human,"P49815,Q15751",TOR signaling
6533,DZIP1-IFT88 complex,Human,"Q13099,Q86YF9",intraciliary anterograde transport;cilium assembly;centriole
6534,SPG31-SPG33 omplex,Human,"Q5T4F4,Q9H902",endoplasmic reticulum;vesicle-mediated transport;endoplasmic reticulum tubular network assembly;endoplasmic reticulum tubular network maintenance
6535,Igsf9b-Magi1/2 complex,Rat,"D3ZB51,O88382",inhibitory synapse assembly
6536,REEP5-SPG33 complex,Human,"Q00765,Q5T4F4",endoplasmic reticulum;vesicle-mediated transport;endoplasmic reticulum tubular network maintenance;endoplasmic reticulum tubular network assembly
6537,ANKS3-ANKS6 complex,Mouse,"Q6GQX6,Q9CZK6",renal water transport
6538,SPG33-VAPA complex,Human,"Q5T4F4,Q9P0L0",endoplasmic reticulum;vesicle-mediated transport;endoplasmic reticulum tubular network assembly;endoplasmic reticulum tubular network maintenance
6539,Spg33-Plp1 complex,Mouse,"P60202,Q3TXX3",endoplasmic reticulum;endoplasmic reticulum tubular network assembly;endoplasmic reticulum tubular network maintenance;vesicle-mediated transport
6540,GPX1-SBP1 complex,Human,"P07203,Q13228",cell redox homeostasis
6541,Spg33-Rtn1 complex,Mouse,"Q3TXX3,Q8K0T0",endoplasmic reticulum;endoplasmic reticulum tubular network assembly;endoplasmic reticulum tubular network maintenance;vesicle-mediated transport
6542,Spg33-Rtn3 complex,Mouse,"Q3TXX3,Q9ES97",endoplasmic reticulum;endoplasmic reticulum tubular network assembly;endoplasmic reticulum tubular network maintenance;vesicle-mediated transport
6543,Spg33-Rtn4 complex,Mouse,"Q3TXX3,Q99P72",endoplasmic reticulum;endoplasmic reticulum tubular network assembly;endoplasmic reticulum tubular network maintenance;vesicle-mediated transport
6544,Spg33-Kif5a complex,Mouse,"P33175,Q3TXX3",endoplasmic reticulum;endoplasmic reticulum tubular network assembly;endoplasmic reticulum tubular network maintenance;vesicle-mediated transport
6545,DCDC2-MAPK8IP1 complex,Human,"Q9UHG0,Q9UQF2",JNK cascade
6546,Igsf9b-Nlgn2 complex,Rat,"D3ZB51,Q62888",inhibitory synapse assembly
6547,Spg33-Kif5b complex,Mouse,"Q3TXX3,Q61768",endoplasmic reticulum;endoplasmic reticulum tubular network assembly;endoplasmic reticulum tubular network maintenance;vesicle-mediated transport
6548,Spg33-Kif5c complex,Mouse,"P28738,Q3TXX3",endoplasmic reticulum;endoplasmic reticulum tubular network assembly;endoplasmic reticulum tubular network maintenance;vesicle-mediated transport
6549,SEP15-UGGT1 complex,Rat,"Q923V8,Q9JLA3",endoplasmic reticulum quality control compartment;cellular response to misfolded protein
6550,CUL4B-DDB1-TLE1 complex,Human,"Q04724,Q13619,Q16531",proteasomal protein catabolic process
6551,Igsf9b-Nlgn2-Magi2 complex,Rat,"D3ZB51,O88382,Q62888",inhibitory synapse assembly
6552,KIF5B-SPG33 complex,Human,"P33176,Q5T4F4",endoplasmic reticulum;endoplasmic reticulum tubular network assembly;endoplasmic reticulum tubular network maintenance;vesicle-mediated transport
6553,CUL4B-DDB1-TLE3 complex,Human,"Q04726,Q13620,Q16531",proteasomal protein catabolic process
6554,KIF5C-SPG33 complex,Human,"O60282,Q5T4F4",endoplasmic reticulum;endoplasmic reticulum tubular network assembly;endoplasmic reticulum tubular network maintenance;vesicle-mediated transport
6555,Dcdc2-Dvl1 complex,Mouse,"P51141,Q5DU00",Wnt signaling pathway
6556,Dcdc2-Dvl2 complex,Mouse,"Q5DU00,Q60838",Wnt signaling pathway
6557,Dcdc2-Dvl3 complex,Mouse,"Q5DU00,Q61062",Wnt signaling pathway
6558,Dcdc2-Kif3a complex,Rat,"D3ZR10,Q9WV62",cilium
6559,RAB11B-SPG10-SPG33 complex,Human,"Q12840,Q15907,Q5T4F4",endoplasmic reticulum;endoplasmic reticulum tubular network assembly;endoplasmic reticulum tubular network maintenance;vesicle-mediated transport
6560,PHB-ANX2-CD36 complex,Mouse,"P07356,P67778,Q08857",fatty acid transport
6561,RAB11A-SPG33 complex,Human,"P62491,Q5T4F4",endoplasmic reticulum;vesicle-mediated transport
6562,RAB11B-SPG33 complex,Human,"Q15907,Q5T4F4",endoplasmic reticulum;vesicle-mediated transport
6563,SPG33-SURF4 complex,Human,"O15260,Q5T4F4",endoplasmic reticulum;vesicle-mediated transport
6564,Nek8-Pkd2 complex,Mouse,"O35245,Q91ZR4",cilium assembly;cilium
6565,RTN3-SPG33 complex,Human,"O95197,Q5T4F4",endoplasmic reticulum;vesicle-mediated transport
6566,SPG33-VAPB complex,Human,"O95292,Q5T4F4",endoplasmic reticulum;vesicle-mediated transport
6567,SWELL1-containing complex,Human,"Q6NSJ5,Q6P9F7,Q7L1W4,Q8IWT6,Q8TDW0",volume-sensitive anion channel activity;cell volume homeostasis
6568,3M core complex,Human,"O75147,Q14999,Q9H0W5",microtubule cytoskeleton organization;centrosome;cytoplasm
6569,SPG4-SPG33 complex,Human,"Q5T4F4,Q9UBP0",
6570,Anks3-Bicc1 complex,Mouse,"Q99MQ1,Q9CZK6",kidney development;cilium
6571,KCNE1-KCNH2 complex,Human,"P15382,Q12809",voltage-gated potassium channel activity involved in cardiac muscle cell action potential repolarization
6572,Anks3-Anks6 complex,Mammalia,"P0C0T2,Q9CZK6",kidney development;cilium
6573,Anks6-Bicc1 complex,Mammalia,"P0C0T2,Q99MQ1",kidney development;cilium
6574,Anks3-NPHP1 complex,Mammalia,"O15259,Q9CZK6",kidney development;cilium
6575,Anks3-Nek8 complex,Mouse,"Q91ZR4,Q9CZK6",kidney development;cilium
6576,Anks3-Hif1an complex,Mouse,"Q8BLR9,Q9CZK6",kidney development;cilium
6577,3M complex,Human,"O75147,P04637,P62877,Q14999,Q8IWT3,Q8N3Y1,Q9H0W5",microtubule cytoskeleton organization
6578,KCNE2-KCNH2 complex,Human,"Q12809,Q9Y6J6",voltage-gated potassium channel activity involved in cardiac muscle cell action potential repolarization
6579,USF1-USF2 complex,Human,"P22415,Q15853","regulation of transcription from RNA polymerase II promoter;RNA polymerase II transcription factor activity, sequence-specific DNA binding"
6580,Pggt1b-Fnta complex,Rat,"P53610,Q04631",regulation of dendrite morphogenesis
6581,LRRC8A-LRRC8C complex,Human,"Q8IWT6,Q8TDW0",cell volume homeostasis;volume-sensitive anion channel activity
6582,LRRC8A-LRRC8D complex,Human,"Q7L1W4,Q8IWT6",cell volume homeostasis;volume-sensitive anion channel activity
6583,LRRC8A-LRRC8E complex,Human,"Q6NSJ5,Q8IWT6",cell volume homeostasis;volume-sensitive anion channel activity
6584,CHRNA9-CHRNA10 complex,Human,"Q9GZZ6,Q9UGM1",acetylcholine-gated cation channel activity;response to auditory stimulus
6585,Intraflagellar transport complex A,Human,"Q7Z4L5,Q8NEZ3,Q96RY7,Q9HBG6,Q9P2L0",cilium;intraciliary retrograde transport;smoothened signaling pathway
6586,VEcad-VEGFR complex,Human,"P33151,P35916,P35968",regulation of vascular endothelial growth factor signaling pathway;cellular response to oscillatory fluid shear stress
6587,CAP-cbl-flotilin complex,Human,"O75955,P22681,Q9BX66",regulation of glucose import
6588,E2F-1-DP-1 complex,Human,"Q01094,Q14186",
6589,E2F-1-DP-1-cyclinA-CDK2 complex,Human,"P24941,P78396,Q01094,Q14186","DNA binding;regulation of transcription, DNA-templated"
6590,FOXO3-CBP complex,Human,"O43524,Q92793",transcription coactivator activity
6591,Hsp90-p23 complex,Human,"P07900,Q15185",
6592,c-Abl-CAS-Abi1 complex,Human,"P00519,P56945,Q8IZP0",regulation of smooth muscle contraction
6593,Kinesin II complex (Kif3a-Kif3b-Kifap3),Mouse,"P28741,P70188,Q61771",intraciliary anterograde transport;cilium
6594,CCP110-CEP290 complex,Human,"O15078,O43303",cilium assembly
6595,Ccp110-Cep290-Rab8a complex,Mouse,"P55258,Q6A078,Q7TSH4",cilium assembly
6596,Tectonic complex,Mouse,"Q2MV57,Q5SW45,Q6A078,Q8BR76,Q8BZ64,Q8CFW7,Q8R2Q6,Q9CQC4,Q9R1S0",cilium assembly;ciliary transition zone
6597,CEP290-IQCB1 complex,Human,"O15078,Q15051",cilium assembly;centrosome
6598,CC2D2A-CEP290 complex,Human,"O15078,Q9P2K1",ciliary basal body
6599,CTNND1-GLIS2 complex,Human,"O60716,Q9BZE0",nucleus
6600,NPHP1-PKD1 complex,Human,"O15259,P98161",apoptotic process
6601,BBS1-BBS4-BBS5-PKD1-TTC8 complex,Human,"P98161,Q8N3I7,Q8NFJ9,Q8TAM2,Q96RK4",cilium;intraciliary transport
6602,AP5-SPG11-SPG15 complex,Human,"O43299,Q2VPB7,Q68DK2,Q96JI7,Q9H0R1,Q9NUS5",endosome;lysosome;AP-5 adaptor complex;Golgi apparatus;intracellular protein transport;protein targeting;transport vesicle
6603,ANKRA2-CCDC8-OBSL1-CUL7 complex,Human,"O75147,Q14999,Q9H0W5,Q9H9E1",
6604,Gli3-Kif7 complex,Mouse,"B7ZNG0,Q61602",smoothened signaling pathway
6605,Gli1-Kif7 complex,Mouse,"B7ZNG0,P47806",smoothened signaling pathway
6606,Gli2-Kif7 complex,Mouse,"B7ZNG0,Q0VGT2",smoothened signaling pathway
6607,Kif7-Sufu homolog,Mouse,"B7ZNG0,Q9Z0P7",smoothened signaling pathway
6608,OBSL1-CUL7 complex,Mammalia,"O75147,Q14999",Golgi apparatus;Golgi organization;dendrite morphogenesis
6609,ATL2-SPG33 complex,Human,"Q5T4F4,Q8NHH9",endoplasmic reticulum;endoplasmic reticulum tubular network assembly;endoplasmic reticulum tubular network maintenance;vesicle-mediated transport
6610,Fbxw8-Grasp65 complex,Rat,"O35254,P0DL28",dendrite morphogenesis;Golgi organization;Golgi apparatus
6611,PDZD11-nectin1 complex,Human,"Q15223,Q5EBL8",calcium ion homeostasis
6612,PDZD11-nectin3 complex,Human,"Q5EBL8,Q9NQS3",calcium ion homeostasis
6613,ATL3-SPG33 complex,Human,"Q5T4F4,Q6DD88",endoplasmic reticulum;endoplasmic reticulum tubular network assembly;endoplasmic reticulum tubular network maintenance;vesicle-mediated transport
6614,GAP-43-Galphai complex,Mouse,"B2RSH2,P06837",regulation of cell division
6615,SPG4-SPG12 complex,Human,"O75298,Q9UBP0",
6616,CADM1-4.1B-MPP3 complex,Human,"Q13368,Q9BY67,Q9Y2J2",
6617,NF2-WWC1 complex,Human,"P35240,Q8IX03",hippo signaling
6618,RhBG-kAE1-ankyrin-G complex,Human,"P02730,Q12955,Q9H310",
6619,MGAT1-NGT complex,Human,"P26572,Q9Y2D2",UDP-N-acetylglucosamine transport;Golgi membrane
6621,NEK2A-SAV1-STK3 complex,Human,"P51955,Q13188,Q9H4B6",centrosome organization;spindle assembly
6622,MGAT2-SLC35A3 complex,Human,"Q10469,Q9Y2D2",UDP-N-acetylglucosamine transport;Golgi membrane
6624,MGAT4B-SLC35A3 complex,Human,"Q9UQ53,Q9Y2D2",UDP-N-acetylglucosamine transport;Golgi membrane
6625,MGAT4B-SLC35A2(splice variant 1) complex,Human,"P78381,Q9UQ53",UDP-galactose transport;Golgi membrane
6626,AP5 adaptor complex,Human,"O43299,Q2VPB7,Q9H0R1,Q9NUS5",AP-5 adaptor complex;endosome;lysosome;Golgi apparatus;intracellular protein transport;transport vesicle;protein targeting;protein transport
6627,AMOT130-Lats2 complex,Mammalia,"Q4VCS5,Q7TSJ6",hippo signaling
6629,MAGT5-SLC35A3 complex,Human,"Q09328,Q9Y2D2",UDP-N-acetylglucosamine transport;Golgi membrane
6631,VANGL2-PSD95 complex,Rat,"P31016,P84889",
6632,Merlin-ERM-moesin-CD44 complex,Rat,"O35763,P26051,P31977,Q63648",regulation of cell growth
6633,Rbx1- Cul1-Skp1-Fbxw8-Cul7-Rbx1,Mouse,"P62878,Q8BIA4,Q8VE73,Q9WTX5,Q9WTX6",placenta development;protein ubiquitination
6634,WDR20-USP12-UAF1 complex,Human,"O75317,Q8TAF3,Q8TBZ3",protein deubiquitination
6635,WDR20-USP46-UAF1 complex,Human,"P62068,Q8TAF3,Q8TBZ3",protein deubiquitination
6636,USP12-UAF1 complex,Human,"O75317,Q8TAF3",nucleus;protein deubiquitination
6637,USP46-UAF1 complex,Human,"P62068,Q8TAF3",protein deubiquitination;nucleus
6639,"CCC-Wash (WASH1, FAM21C) complex",Human,"A8K0Z3,O60826,Q567U6,Q7Z3J2,Q7Z4G1,Q86VX2,Q86X83,Q8N668,Q9GZQ3,Q9H0A8,Q9NX08,Q9P000,Q9UBI1,Q9Y4E1,Q9Y6G5",filamentous actin;cargo loading into vesicle;WASH complex;copper ion homeostasis
6640,Phosphorylase kinase complex,Human,"P46020,P62158,Q16816,Q93100",glycogen metabolic process
6641,USP22-SAGA complex,Human,"O75528,Q12962,Q14CW9,Q86TJ2,Q92830,Q9HBM6,Q9UPT9,Q9Y4A5",nucleus;histone acetyltransferase activity;H4 histone acetyltransferase complex;histone deubiquitination;regulation of cell cycle process;mRNA transcription
6642,ODC-OAZ1-CCND1 complex,Human,"P11926,P24385,P54368",protein catabolic process
